Product ;Day Contacted;Inventory Levels;Manufactured Goods (%);Manufactured Goods %;Multiple Retailers;Plant;Product Advertised;Type;Demand Type;Forecast Accuracy;Forecast Bias
on backorder;6;Medium;Between 100%-125%;108,00%;no;Oregon;no;unknown;Declining;Between 50% and 70 %;Moderate over (5% to 20%)
on backorder;16;Medium;Between 100%-125%;102,00%;no;Oregon;no;unknown;Growing;Below 50%;Consistent over (>20%)
on backorder;9;Medium;Between 100%-125%;98,00%;no;Oregon;no;unknown;Growing;Between 50% and 70 %;Consistent over (>20%)
on backorder;20;Medium;Between 100%-125%;96,00%;no;Oregon;no;unknown;Growing;Between 70 and 85%;Accurate (5% to -5%)
on backorder;21;Medium;Between 100%-125%;192,00%;no;Oregon;no;unknown;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;5;Medium;Between 100%-125%;92,00%;no;Oregon;no;unknown;Seasonal;Below 50%;Consistent over (>20%)
on backorder;6;Medium;Between 100%-125%;94,00%;no;Oregon;no;unknown;Seasonal;Between 50% and 70 %;Consistent over (>20%)
on backorder;21;Medium;Between 100%-125%;200,00%;no;Oregon;no;unknown;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
on backorder;16;Medium;Between 100%-125%;98,00%;no;Oregon;no;unknown;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
on backorder;19;Medium;Between 100%-125%;104,00%;no;Oregon;no;unknown;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
on backorder;1;Medium;Between 100%-125%;110,00%;no;Oregon;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
on backorder;11;Medium;Between 100%-125%;98,00%;no;Oregon;yes;unknown;Growing;Between 70 and 85%;Accurate (5% to -5%)
on backorder;17;Medium;Between 100%-125%;94,00%;no;Oregon;yes;unknown;Growing;Between 70 and 85%;Consistent over (>20%)
on backorder;20;Medium;Between 100%-125%;100,00%;no;Oregon;yes;unknown;Intermittent;Between 50% and 70 %;Consistent over (>20%)
on backorder;25;Medium;Between 100%-125%;212,00%;no;Oregon;yes;unknown;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;16;Medium;Between 100%-125%;96,00%;no;Oregon;yes;unknown;No Segment;Below 50%;Accurate (5% to -5%)
on backorder;5;Medium;Between 100%-125%;100,00%;no;Oregon;yes;unknown;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
on backorder;18;Medium;Between 100%-125%;102,00%;no;Oregon;yes;unknown;Seasonal;Below 50%;Consistent over (>20%)
on backorder;18;Medium;Between 100%-125%;92,00%;no;Oregon;yes;unknown;Seasonal;Between 70 and 85%;Consistent over (>20%)
on backorder;12;Medium;Between 100%-125%;94,00%;no;Oregon;yes;unknown;Stable (High Price);Below 50%;Accurate (5% to -5%)
on backorder;18;Medium;Between 100%-125%;102,00%;no;Oregon;yes;unknown;Stable (High Price);Between 50% and 70 %;Consistent over (>20%)
on backorder;9;Medium;Between 100%-125%;100,00%;no;Oregon;yes;unknown;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
on backorder;19;Medium;Between 100%-125%;110,00%;no;Oregon;yes;unknown;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
on backorder;9;Medium;Between 100%-125%;96,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
on backorder;22;Medium;Between 100%-125%;298,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
on backorder;6;Medium;Between 100%-125%;110,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 70 and 85%;Consistent under (<-20%)
on backorder;20;Medium;Between 100%-125%;104,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
on backorder;11;Medium;Between 100%-125%;102,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
on backorder;11;Medium;Between 100%-125%;104,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
on backorder;18;Medium;Between 100%-125%;102,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
on backorder;3;Medium;Between 100%-125%;104,00%;no;Texas;no;cellular;Seasonal;Below 50%;Consistent over (>20%)
on backorder;2;Medium;Between 100%-125%;110,00%;no;Texas;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
on backorder;17;Medium;Between 100%-125%;106,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
on backorder;17;Medium;Between 100%-125%;102,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
on backorder;4;Medium;Between 100%-125%;94,00%;no;Washington;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;5;Medium;Between 100%-125%;104,00%;no;Washington;yes;cellular;Cyclical;Between 70 and 85%;Consistent under (<-20%)
on backorder;4;Medium;Between 100%-125%;98,00%;no;Washington;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
on backorder;4;Medium;Between 100%-125%;104,00%;no;Washington;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
on backorder;5;Medium;Between 100%-125%;98,00%;no;Washington;yes;cellular;Intermittent;Below 50%;Consistent over (>20%)
on backorder;10;Medium;Between 100%-125%;198,00%;no;Washington;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
on backorder;5;Medium;Between 100%-125%;92,00%;no;Washington;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;10;Medium;Between 100%-125%;202,00%;no;Washington;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
on backorder;4;Medium;Between 100%-125%;102,00%;no;Washington;yes;cellular;Stable (High Price);Between 50% and 70 %;Accurate (5% to -5%)
on backorder;5;Medium;Between 100%-125%;104,00%;no;Washington;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
on backorder;5;Medium;Between 100%-125%;106,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
on backorder;5;Medium;Between 100%-125%;110,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
on backorder;4;Medium;Between 100%-125%;110,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
on backorder;8;Medium;Between 100%-125%;98,00%;yes;California;no;unknown;Seasonal;Between 50% and 70 %;Consistent over (>20%)
on backorder;20;Medium;Between 100%-125%;100,00%;yes;Florida;no;cellular;Cyclical;Between 70 and 85%;Moderate over (5% to 20%)
on backorder;17;Medium;Between 100%-125%;104,00%;yes;Florida;no;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
on backorder;16;Medium;Between 100%-125%;108,00%;yes;Florida;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;31;Medium;Between 100%-125%;102,00%;yes;New York;no;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
on backorder;31;Medium;Between 100%-125%;110,00%;yes;New York;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;25;Medium;Between 100%-125%;102,00%;yes;New York;no;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
on backorder;31;Medium;Between 100%-125%;96,00%;yes;New York;no;telephone;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
on backorder;30;Medium;Between 100%-125%;94,00%;yes;New York;yes;cellular;Growing;Below 50%;Accurate (5% to -5%)
on backorder;28;Medium;Between 100%-125%;108,00%;yes;New York;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;28;Medium;Between 100%-125%;96,00%;yes;New York;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
on backorder;28;Medium;Between 100%-125%;96,00%;yes;New York;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
on backorder;28;Medium;Between 100%-125%;108,00%;yes;New York;yes;cellular;Volatile (Low Price);Below 50%;Consistent over (>20%)
on backorder;16;Medium;Between 100%-125%;104,00%;yes;Oregon;no;unknown;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
on backorder;12;Medium;Between 100%-125%;96,00%;yes;Oregon;yes;unknown;Growing;Between 50% and 70 %;Accurate (5% to -5%)
on backorder;5;Medium;Between 100%-125%;106,00%;yes;Oregon;yes;unknown;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
on backorder;16;Medium;Between 100%-125%;102,00%;yes;Oregon;yes;unknown;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
on backorder;19;Medium;Between 100%-125%;110,00%;yes;Oregon;yes;unknown;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
on backorder;3;Medium;Between 100%-125%;96,00%;yes;Texas;no;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
on backorder;2;Medium;Between 100%-125%;108,00%;yes;Texas;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
on backorder;4;Medium;Between 100%-125%;104,00%;yes;Washington;no;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
on backorder;5;Medium;Between 100%-125%;110,00%;yes;Washington;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;5;High;<75%;122,00%;no;California;no;unknown;Stable (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;27;High;<75%;244,00%;no;California;no;unknown;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;28;High;<75%;122,00%;no;California;no;unknown;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;14;High;<75%;122,00%;no;California;no;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;<75%;122,00%;no;California;no;unknown;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;5;High;<75%;132,00%;no;California;yes;cellular;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;5;High;<75%;122,00%;no;California;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;15;High;<75%;122,00%;no;Florida;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;15;High;<75%;122,00%;no;Florida;no;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;High;<75%;122,00%;no;Florida;yes;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;3;High;<75%;122,00%;no;Florida;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;8;High;<75%;122,00%;no;Florida;yes;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;8;High;<75%;142,00%;no;Florida;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;14;High;<75%;150,00%;no;Florida;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;17;High;<75%;122,00%;no;Florida;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;26;High;<75%;292,00%;no;Florida;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;47;High;<75%;670,00%;no;Florida;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;15;High;<75%;140,00%;no;Florida;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;71;High;<75%;828,00%;no;Florida;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;17;High;<75%;148,00%;no;Florida;yes;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;14;High;<75%;130,00%;no;Florida;yes;telephone;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;2;High;<75%;148,00%;no;Florida;yes;telephone;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;14;High;<75%;164,00%;no;Florida;yes;telephone;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;14;High;<75%;156,00%;no;Florida;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent under (<-20%)
not on backorder;16;High;<75%;154,00%;no;Florida;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;16;High;<75%;132,00%;no;Florida;yes;telephone;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;50;High;<75%;566,00%;no;Florida;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;59;High;<75%;586,00%;no;Florida;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;11;High;<75%;260,00%;no;Georgia;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;57;High;<75%;296,00%;no;Georgia;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;17;High;<75%;124,00%;no;Georgia;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;21;High;<75%;450,00%;no;Georgia;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;63;High;<75%;522,00%;no;Georgia;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;17;High;<75%;250,00%;no;Georgia;yes;telephone;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;29;High;<75%;178,00%;no;Georgia;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;24;High;<75%;316,00%;no;Georgia;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;7;High;<75%;144,00%;no;Georgia;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;28;High;<75%;126,00%;no;Illinois;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;<75%;124,00%;no;Illinois;no;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;28;High;<75%;124,00%;no;Illinois;no;telephone;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;27;High;<75%;142,00%;no;Illinois;yes;cellular;Cyclical;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;12;High;<75%;130,00%;no;Illinois;yes;cellular;Cyclical;Between 70 and 85%;Consistent under (<-20%)
not on backorder;37;High;<75%;252,00%;no;Illinois;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;28;High;<75%;164,00%;no;Illinois;yes;cellular;Stable (High Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;18;High;<75%;126,00%;no;Illinois;yes;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;12;High;<75%;132,00%;no;Illinois;yes;cellular;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;28;High;<75%;136,00%;no;Illinois;yes;cellular;Volatile (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;14;High;<75%;162,00%;no;Illinois;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;27;High;<75%;138,00%;no;Illinois;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;91;High;<75%;560,00%;no;Illinois;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;104;High;<75%;520,00%;no;Illinois;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;28;High;<75%;152,00%;no;Illinois;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;38;High;<75%;404,00%;no;Illinois;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;42;High;<75%;272,00%;no;Illinois;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;12;High;<75%;170,00%;no;Illinois;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;43;High;<75%;268,00%;no;Illinois;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;16;High;<75%;124,00%;no;Massachusetts;no;telephone;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;2;High;<75%;126,00%;no;Massachusetts;yes;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;13;High;<75%;122,00%;no;Massachusetts;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;12;High;<75%;128,00%;no;Massachusetts;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;17;High;<75%;136,00%;no;Massachusetts;yes;cellular;Volatile (Low Price);Below 50%;Consistent under (<-20%)
not on backorder;3;High;<75%;188,00%;no;Massachusetts;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;12;High;<75%;126,00%;no;Massachusetts;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;10;High;<75%;268,00%;no;Massachusetts;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;23;High;<75%;294,00%;no;Massachusetts;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;24;High;<75%;268,00%;no;Massachusetts;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;10;High;<75%;142,00%;no;Massachusetts;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;6;High;<75%;250,00%;no;Massachusetts;yes;telephone;Cyclical;Between 70 and 85%;Consistent over (>20%)
not on backorder;16;High;<75%;156,00%;no;Massachusetts;yes;telephone;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;5;High;<75%;140,00%;no;Massachusetts;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;4;High;<75%;136,00%;no;Massachusetts;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;37;High;<75%;278,00%;no;Massachusetts;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;24;High;<75%;122,00%;no;New Jersey;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;16;High;<75%;128,00%;no;New Jersey;no;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;13;High;<75%;128,00%;no;New Jersey;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;<75%;126,00%;no;New Jersey;no;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;8;High;<75%;280,00%;no;New Jersey;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;27;High;<75%;274,00%;no;New Jersey;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;6;High;<75%;258,00%;no;New Jersey;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;5;High;<75%;122,00%;no;New Jersey;yes;cellular;Stable (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;25;High;<75%;142,00%;no;New Jersey;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;11;High;<75%;150,00%;no;New Jersey;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;<75%;126,00%;no;New Jersey;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;13;High;<75%;300,00%;no;New Jersey;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;42;High;<75%;1284,00%;no;New Jersey;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;74;High;<75%;898,00%;no;New Jersey;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;40;High;<75%;276,00%;no;New Jersey;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;91;High;<75%;1130,00%;no;New Jersey;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;9;High;<75%;250,00%;no;New Jersey;yes;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;18;High;<75%;122,00%;no;New Jersey;yes;telephone;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;10;High;<75%;132,00%;no;New Jersey;yes;telephone;No Segment;Below 50%;Moderate over (5% to 20%)
not on backorder;2;High;<75%;122,00%;no;New Jersey;yes;telephone;Stable (High Price);Below 50%;Consistent under (<-20%)
not on backorder;1;High;<75%;144,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;18;High;<75%;300,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;8;High;<75%;158,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;32;High;<75%;326,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;6;High;<75%;282,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;39;High;<75%;608,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;15;High;<75%;296,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;115;High;<75%;1324,00%;no;New Jersey;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;6;High;<75%;132,00%;no;New York;no;cellular;Cyclical;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;22;High;<75%;122,00%;no;New York;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;<75%;126,00%;no;New York;no;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;15;High;<75%;122,00%;no;New York;no;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;9;High;<75%;126,00%;no;New York;yes;cellular;Cyclical;Between 70 and 85%;Consistent over (>20%)
not on backorder;3;High;<75%;142,00%;no;New York;yes;cellular;Declining;Between 70 and 85%;Consistent over (>20%)
not on backorder;21;High;<75%;428,00%;no;New York;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;12;High;<75%;144,00%;no;New York;yes;cellular;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;30;High;<75%;166,00%;no;New York;yes;cellular;Stable (High Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;3;High;<75%;138,00%;no;New York;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;15;High;<75%;128,00%;no;New York;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;27;High;<75%;126,00%;no;New York;yes;cellular;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;15;High;<75%;272,00%;no;New York;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;25;High;<75%;260,00%;no;New York;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;15;High;<75%;264,00%;no;New York;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;30;High;<75%;366,00%;no;New York;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;7;High;<75%;130,00%;no;New York;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;76;High;<75%;864,00%;no;New York;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;21;High;<75%;122,00%;no;New York;yes;telephone;Cyclical;Below 50%;Moderate over (5% to 20%)
not on backorder;24;High;<75%;144,00%;no;New York;yes;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;8;High;<75%;134,00%;no;New York;yes;telephone;Seasonal;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;8;High;<75%;126,00%;no;New York;yes;telephone;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;28;High;<75%;122,00%;no;New York;yes;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;27;High;<75%;142,00%;no;New York;yes;telephone;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;8;High;<75%;158,00%;no;New York;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent under (<-20%)
not on backorder;24;High;<75%;308,00%;no;New York;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;8;High;<75%;158,00%;no;New York;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;28;High;<75%;150,00%;no;New York;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;15;High;<75%;124,00%;no;Ohio;no;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;7;High;<75%;126,00%;no;Ohio;no;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;<75%;124,00%;no;Ohio;no;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;28;High;<75%;130,00%;no;Ohio;no;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;41;High;<75%;290,00%;no;Ohio;yes;cellular;Cyclical;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;19;High;<75%;124,00%;no;Ohio;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;32;High;<75%;494,00%;no;Ohio;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;23;High;<75%;138,00%;no;Ohio;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;27;High;<75%;142,00%;no;Ohio;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;16;High;<75%;122,00%;no;Ohio;yes;cellular;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;High;<75%;122,00%;no;Ohio;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;27;High;<75%;164,00%;no;Ohio;yes;cellular;Stable (High Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;8;High;<75%;122,00%;no;Ohio;yes;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;14;High;<75%;124,00%;no;Ohio;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;56;High;<75%;256,00%;no;Ohio;yes;cellular;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;19;High;<75%;124,00%;no;Ohio;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;12;High;<75%;132,00%;no;Ohio;yes;cellular;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;29;High;<75%;278,00%;no;Ohio;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
